SOURCE_FILE,OACI,CIAD,NAME,MUNICIPIO,UF,ALT_M,OPERAÇÃO,OP_DIURNA,OP_NOTURNA,LAT_DD,LON_DD,N_RWYS,RUNWAY1_D_NM,RUNWAY2_D_NM,RUNWAY3_D_NM,RUNWAY1_LEN_M,RUNWAY2_LEN_M,RUNWAY3_LEN_M,RUNWAY1_WID_M,RUNWAY2_WID_M,RUNWAY3_WID_M,DATASET_TYPE
2025_08_22_BR_aerodromes_public,SBAA,PA0008,CONCEIÇÃO DO ARAGUAIA,CONCEIÇÃO DO ARAGUAIA,PA,199.0,VFR Diurno/Noturno e IFR Diurno,,,-8.348611111111111,-49.30305555555555,1,80.0,,,1800.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBAE,SP0010,BAURU/AREALVA,BAURU,SP,598.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-22.157777777777778,-49.068333333333335,1,170.0,,,2010.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBAQ,SP0012,BARTOLOMEU DE GUSMÃO,ARARAQUARA,SP,711.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-21.811944444444446,-48.13305555555556,1,170.0,,,1800.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBAR,SE0001,SANTA MARIA,ARACAJU,SE,7.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-10.985277777777776,-37.07333333333334,1,120.0,,,2200.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBAT,MT0003,PILOTO OSVALDO MARQUES DIAS,ALTA FLORESTA,MT,289.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-9.866388888888888,-56.105000000000004,1,40.0,,,2500.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBAU,SP0009,ARAÇATUBA,ARAÇATUBA,SP,414.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-21.144166666666667,-50.42638888888889,1,50.0,,,2120.0,,,35.0,,,heliport
2025_08_22_BR_aerodromes_public,SBAX,MG0008,ROMEU ZEMA,ARAXÁ,MG,998.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-19.563055555555557,-46.96055555555556,1,160.0,,,1900.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBBE,PA0001,INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO,BELÉM,PA,17.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-1.3847222222222222,-48.47888888888889,2,70.0,30.0,,2800.0,1830.0,,45.0,45.0,,heliport
2025_08_22_BR_aerodromes_public,SBBG,RS0010,COMANDANTE GUSTAVO KRAEMER,BAGÉ,RS,182.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-31.390833333333333,-54.109722222222224,1,60.0,,,1500.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBBH,MG0003,PAMPULHA - CARLOS DRUMMOND DE ANDRADE,BELO HORIZONTE,MG,789.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-19.851944444444445,-43.95055555555556,1,130.0,,,2364.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBBI,PR0006,BACACHERI,CURITIBA,PR,931.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-25.403333333333332,-49.23361111111111,1,180.0,,,1221.0,,,31.0,,,heliport
2025_08_22_BR_aerodromes_public,SBBP,SP0036,ESTADUAL ARTHUR SIQUEIRA,BRAGANÇA PAULISTA,SP,893.0,VFR Diurno/Noturno,,,-22.978888888888886,-46.53722222222222,1,160.0,,,1200.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBBR,DF0001,PRESIDENTE JUSCELINO KUBITSCHEK,BRASÍLIA,DF,1066.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-15.869166666666667,-47.920833333333334,2,110.0,110.0,,3200.0,3300.0,,45.0,45.0,,heliport
2025_08_22_BR_aerodromes_public,SBBU,SP0017,BAURU,BAURU,SP,617.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-22.345,-49.053888888888885,1,140.0,,,1501.0,,,35.0,,,heliport
2025_08_22_BR_aerodromes_public,SBBV,RR0001,ATLAS BRASIL CANTANHEDE,BOA VISTA,RR,84.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,2.841388888888889,-60.69222222222222,1,80.0,,,2700.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBBW,MT0008,BARRA DO GARÇAS,BARRA DO GARÇAS,MT,350.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-15.861388888888888,-52.388888888888886,1,70.0,,,1598.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBCA,PR0005,AEROPORTO REGIONAL DO OESTE - CEL. ADALBERTO MENDES DA SILVA,CASCAVEL,PR,759.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-25.002222222222223,-53.50194444444445,1,150.0,,,1771.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBCB,RJ0003,CABO FRIO,CABO FRIO,RJ,7.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-22.920833333333334,-42.07138888888889,1,100.0,,,2550.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBCD,SC0006,PREFEITO DR. CARLOS ALBERTO DA COSTA NEVES,CAÇADOR,SC,1029.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-26.78805555555556,-50.94,1,20.0,,,1873.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBCF,MG0001,TANCREDO NEVES,BELO HORIZONTE,MG,829.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-19.624444444444446,-43.971944444444446,1,160.0,,,3600.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBCG,MS0001,CAMPO GRANDE,CAMPO GRANDE,MS,559.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-20.46944444444444,-54.67027777777778,1,60.0,,,2600.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBCH,SC0003,SERAFIN ENOSS BERTASO,CHAPECÓ,SC,654.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-27.133888888888887,-52.65888888888889,1,110.0,,,2060.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBCI,MA0003,BRIGADEIRO LYSIAS AUGUSTO RODRIGUES,CAROLINA,MA,172.0,VFR Diurno e IFR Diurno/Noturno,,,-7.320555555555555,-47.45861111111111,1,110.0,,,1800.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBCJ,PA0006,CARAJÁS,PARAUAPEBAS,PA,629.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-6.1177777777777775,-50.00333333333333,1,100.0,,,2000.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SSIM,SC0009,FORQUILHINHA-CRICIÚMA,FORQUILHINHA,SC,28.0,VFR Diurno/Noturno,,,-28.72583333333333,-49.42472222222222,1,90.0,,,1568.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBCN,GO0003,NELSON RODRIGUES GUIMARÃES,CALDAS NOVAS,GO,703.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-17.724999999999998,-48.60638888888889,1,90.0,,,2110.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBCP,RJ0006,BARTOLOMEU LISANDRO,CAMPOS DOS GOYTACAZES,RJ,18.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-21.70111111111111,-41.30777777777777,1,70.0,,,1544.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBCR,MS0009,CORUMBÁ,CORUMBÁ,MS,141.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-19.011944444444445,-57.671388888888885,1,90.0,,,1500.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBCT,PR0001,AFONSO PENA,CURITIBA,PR,911.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-25.531666666666666,-49.17611111111111,2,150.0,110.0,,2218.0,1798.0,,45.0,45.0,,heliport
2025_08_22_BR_aerodromes_public,SBCX,RS0007,HUGO CANTERGIANI,CAXIAS DO SUL,RS,754.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-29.198055555555555,-51.18666666666666,1,150.0,,,1670.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBCY,MT0001,MARECHAL RONDON,CUIABÁ,MT,188.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-15.65,-56.1175,1,170.0,,,2300.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SSCL,MS0018,CASSILÂNDIA,CASSILÂNDIA,MS,481.0,VFR Diurno,,,-19.146944444444443,-51.67638888888889,1,130.0,,,1254.0,,,18.0,,,heliport
2025_08_22_BR_aerodromes_public,SBDB,MS0004,AERÓDROMO PÚBLICO DE BONITO,BONITO,MS,334.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-21.247222222222224,-56.4525,1,180.0,,,2000.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBDN,SP0005,PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,SP,452.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-22.175,-51.42444444444444,1,120.0,,,2100.0,,,35.0,,,heliport
2025_08_22_BR_aerodromes_public,SBDO,MS0008,DOURADOS,DOURADOS,MS,457.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-22.200555555555553,-54.925555555555555,1,60.0,,,1950.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBEG,AM0001,EDUARDO GOMES,MANAUS,AM,80.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-3.041111111111111,-60.050555555555555,1,110.0,,,2700.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBEK,PA0011,JACAREACANGA,JACAREACANGA,PA,101.0,VFR Diurno,,,-6.235277777777778,-57.77583333333333,1,80.0,,,1600.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBFI,PR0002,CATARATAS,FOZ DO IGUAÇU,PR,240.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-25.60027777777778,-54.485,1,150.0,,,2102.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBFL,SC0001,HERCÍLIO LUZ,FLORIANÓPOLIS,SC,5.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-27.67027777777778,-48.552499999999995,2,140.0,30.0,,2400.0,1320.0,,45.0,45.0,,heliport
2025_08_22_BR_aerodromes_public,SBFN,PE0003,FERNANDO DE NORONHA,FERNANDO DE NORONHA,PE,58.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-3.854722222222222,-32.42833333333333,1,120.0,,,1845.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBFZ,CE0001,PINTO MARTINS,FORTALEZA,CE,25.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-3.7758333333333334,-38.532222222222224,1,130.0,,,2755.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBGL,RJ0001,RIO DE JANEIRO/GALEÃO – ANTÔNIO CARLOS JOBIM,RIO DE JANEIRO,RJ,9.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-22.810000000000002,-43.25055555555556,2,100.0,150.0,,4000.0,3180.0,,45.0,47.0,,heliport
2025_08_22_BR_aerodromes_public,SBGM,RO0006,GUAJARÁ-MIRIM,GUAJARÁ-MIRIM,RO,146.0,VFR Diurno/Noturno,,,-10.788333333333334,-65.28166666666667,1,170.0,,,1795.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBGO,GO0001,SANTA GENOVEVA/GOIÂNIA,GOIÂNIA,GO,747.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-16.6325,-49.221111111111114,1,140.0,,,2286.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBGR,SP0002,GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO,GUARULHOS,SP,750.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-23.435555555555556,-46.473055555555554,2,100.0,100.0,,3700.0,3000.0,,45.0,45.0,,heliport
2025_08_22_BR_aerodromes_public,SSGG,PR0009,AEROPORTO REGIONAL DE GUARAPUAVA - TANCREDO THOMÁS DE FARIA,GUARAPUAVA,PR,1065.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-25.388333333333332,-51.52361111111111,1,80.0,,,1365.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBGV,MG0032,CORONEL ALTINO MACHADO,GOVERNADOR VALADARES,MG,171.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-18.89611111111111,-41.983333333333334,1,70.0,,,1701.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBGW,SP0076,GUARATINGUETÁ,GUARATINGUETÁ,SP,537.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-22.791666666666668,-45.20444444444445,1,20.0,,,1551.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBHT,PA0003,ALTAMIRA,ALTAMIRA,PA,112.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-3.2508333333333335,-52.25222222222222,1,70.0,,,2003.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBIC,AM0012,ITACOATIARA,ITACOATIARA,AM,43.0,VFR Diurno,,,-3.126388888888889,-58.48166666666667,1,140.0,,,1520.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBIH,PA0010,ITAITUBA,ITAITUBA,PA,33.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-4.242222222222222,-56.00083333333333,1,60.0,,,1700.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBIL,BA0004,BAHIA - JORGE AMADO,ILHÉUS,BA,4.0,VFR Diurno/Noturno,,,-14.815000000000001,-39.03333333333333,1,110.0,,,1577.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBIP,MG0007,USIMINAS,SANTANA DO PARAÍSO,MG,240.0,VFR Diurno e IFR Diurno/Noturno,,,-19.470555555555553,-42.488055555555555,1,50.0,,,2004.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBIZ,MA0002,PREFEITO RENATO MOREIRA,IMPERATRIZ,MA,131.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-5.530555555555556,-47.458333333333336,1,70.0,,,1798.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBJD,SP0031,COMANDANTE ROLIM ADOLFO AMARO,JUNDIAÍ,SP,753.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-23.18166666666667,-46.94361111111111,1,180.0,,,1400.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBJF,MG0016,FRANCISCO DE ASSIS,JUIZ DE FORA,MG,911.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-21.793055555555558,-43.385555555555555,1,30.0,,,1535.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBJI,RO0005,JI-PARANÁ,JI-PARANÁ,RO,182.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-10.870555555555557,-61.84666666666667,1,30.0,,,1800.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBJP,PB0001,PRESIDENTE CASTRO PINTO,JOÃO PESSOA,PB,66.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-7.148333333333333,-34.95027777777778,1,160.0,,,2515.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBJR,RJ0005,JACAREPAGUÁ - ROBERTO MARINHO,RIO DE JANEIRO,RJ,3.0,VFR Diurno/Noturno,,,-22.9875,-43.37,1,30.0,,,900.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBJU,CE0002,ORLANDO BEZERRA DE MENEZES,JUAZEIRO DO NORTE,CE,409.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-7.219166666666667,-39.269444444444446,1,130.0,,,1940.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBJV,SC0004,LAURO CARNEIRO DE LOYOLA,JOINVILLE,SC,5.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-26.223055555555554,-48.797777777777775,1,150.0,,,1540.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBKG,PB0003,PRESIDENTE JOÃO SUASSUNA,CAMPINA GRANDE,PB,502.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-7.269166666666667,-35.894999999999996,1,150.0,,,1565.0,,,42.0,,,heliport
2025_08_22_BR_aerodromes_public,SBKP,SP0003,VIRACOPOS,CAMPINAS,SP,661.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-23.006944444444443,-47.13444444444444,1,150.0,,,3240.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBLE,BA0006,HORÁCIO DE MATTOS,LENÇÓIS,BA,506.0,VFR Diurno/Noturno,,,-12.482222222222223,-41.276944444444446,1,140.0,,,1992.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBLJ,SC0007,LAGES,LAGES,SC,934.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-27.78222222222222,-50.281666666666666,1,170.0,,,1532.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBLO,PR0003,GOVERNADOR JOSÉ RICHA,LONDRINA,PR,569.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-23.330277777777777,-51.13666666666666,1,130.0,,,2100.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBLP,BA0037,BOM JESUS DA LAPA,BOM JESUS DA LAPA,BA,443.0,VFR Diurno,,,-13.261388888888888,-43.4075,1,180.0,,,1211.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBMA,PA0004,JOÃO CORRÊA DA ROCHA,MARABÁ,PA,109.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-5.368055555555555,-49.13805555555555,1,70.0,,,2000.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBMD,PA0009,MONTE DOURADO,ALMEIRIM,PA,206.0,VFR Diurno,,,-0.8897222222222222,-52.602222222222224,1,80.0,,,1800.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBME,RJ0004,AEROPORTO DE MACAÉ/RIO DE JANEIRO - JOAQUIM DE AZEVEDO MANCEBO,MACAÉ,RJ,3.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-22.341666666666665,-41.76611111111111,2,50.0,60.0,,1410.0,899.0,,30.0,30.0,,heliport
2025_08_22_BR_aerodromes_public,SBMG,PR0004,SÍLVIO NAME JÚNIOR,MARINGÁ,PR,549.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-23.476388888888888,-52.01777777777777,1,100.0,,,2380.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBMK,MG0004,MÁRIO RIBEIRO,MONTES CLAROS,MG,668.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-16.70611111111111,-43.82194444444445,1,120.0,,,2100.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBML,SP0014,FRANK MILOYE MILENKOVICH,MARÍLIA,SP,650.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-22.196944444444444,-49.92638888888889,1,30.0,,,1700.0,,,35.0,,,heliport
2025_08_22_BR_aerodromes_public,SBMO,AL0001,ZUMBI DOS PALMARES,MACEIÓ,AL,118.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-9.510833333333334,-35.791666666666664,1,120.0,,,2602.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBMQ,AP0001,ALBERTO ALCOLUMBRE,MACAPÁ,AP,17.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,0.050555555555555555,-51.07222222222222,1,80.0,,,2100.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBMS,RN0002,DIX-SEPT ROSADO,MOSSORÓ,RN,23.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-5.195833333333334,-37.361666666666665,1,50.0,,,1900.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBMT,SP0007,CAMPO DE MARTE,SÃO PAULO,SP,723.0,VFR Diurno/Noturno,,,-23.509166666666665,-46.6375,1,120.0,,,1600.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBMY,AM0015,MANICORÉ,MANICORÉ,AM,53.0,VFR Diurno,,,-5.811111111111111,-61.27833333333333,1,50.0,,,1265.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBNF,SC0002,MINISTRO VICTOR KONDER,NAVEGANTES,SC,5.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-26.878611111111113,-48.65083333333333,1,80.0,,,1800.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBNM,RS0008,SANTO ÂNGELO,SANTO ÂNGELO,RS,322.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-28.281666666666666,-54.16833333333333,1,120.0,,,1625.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBOI,AP0002,OIAPOQUE,OIAPOQUE,AP,16.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,3.854166666666667,-51.79722222222222,1,30.0,,,1500.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBPA,RS0001,SALGADO FILHO,PORTO ALEGRE,RS,9.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-29.994722222222222,-51.17111111111111,1,110.0,,,3200.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBPB,PI0002,PREFEITO DOUTOR JOÃO SILVA FILHO,PARNAÍBA,PI,5.0,VFR Diurno/Noturno,,,-2.893333333333333,-41.73027777777778,1,100.0,,,2500.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBPC,MG0018,EMBAIXADOR WALTHER MOREIRA SALLES,POÇOS DE CALDAS,MG,1261.0,VFR Diurno e IFR Diurno,,,-21.842499999999998,-46.56944444444445,1,90.0,,,1515.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBPF,RS0006,LAURO KURTZ,PASSO FUNDO,RS,725.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-28.24416666666667,-52.32833333333333,1,90.0,,,1680.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBPJ,TO0001,BRIGADEIRO LYSIAS RODRIGUES,PALMAS,TO,236.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-10.29,-48.35777777777778,1,140.0,,,2500.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBPK,RS0005,JOÃO SIMÕES LOPES NETO,PELOTAS,RS,18.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-31.71611111111111,-52.33111111111111,1,70.0,,,1823.0,,,42.0,,,heliport
2025_08_22_BR_aerodromes_public,SBPL,PE0002,AEROPORTO INTERNACIONAL SENADOR NILO COELHO,PETROLINA,PE,384.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-9.3675,-40.56361111111111,1,130.0,,,3250.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SDPE,TO0003,PORTO NACIONAL,PORTO NACIONAL,TO,270.0,VFR Diurno,,,-10.718055555555555,-48.39888888888889,1,50.0,,,1700.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBPP,MS0005,PONTA PORÃ,PONTA PORÃ,MS,657.0,VFR Diurno e IFR Diurno/Noturno,,,-22.549722222222226,-55.70305555555556,1,40.0,,,2000.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBNV,GO0002,AERÓDROMO NACIONAL DE AVIAÇÃO,GOIÂNIA,GO,824.0,VFR Diurno/Noturno,,,-16.625555555555557,-49.349444444444444,1,140.0,,,1330.0,,,22.0,,,heliport
2025_08_22_BR_aerodromes_public,SBPS,BA0002,PORTO SEGURO,PORTO SEGURO,BA,51.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-16.438055555555557,-39.07777777777778,1,100.0,,,2000.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBPV,RO0001,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,PORTO VELHO,RO,90.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-8.71361111111111,-63.90277777777778,1,10.0,,,2400.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBRB,AC0001,PLÁCIDO DE CASTRO,RIO BRANCO,AC,193.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-9.868333333333334,-67.89805555555556,1,60.0,,,2158.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBRD,MT0004,RONDONÓPOLIS - MAESTRO MARINHO FRANCO,RONDONÓPOLIS,MT,447.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-16.588055555555556,-54.72166666666667,1,20.0,,,1850.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBRF,PE0001,AEROPORTO INTERNACIONAL RECIFE/GUARARAPES - GILBERTO FREYRE,RECIFE,PE,10.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-8.12638888888889,-34.922777777777775,1,180.0,,,2751.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBRJ,RJ0002,SANTOS DUMONT,RIO DE JANEIRO,RJ,3.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-22.91,-43.1625,2,20.0,20.0,,1323.0,1260.0,,42.0,30.0,,heliport
2025_08_22_BR_aerodromes_public,SBRP,SP0004,LEITE LOPES,RIBEIRÃO PRETO,SP,550.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-21.136388888888888,-47.776666666666664,1,180.0,,,2100.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBSG,RN0001,AEROPORTO INTERNACIONAL DO RIO GRANDE DO NORTE / SÃO GONÇALO DO AMARANTE - GOVERNADOR ALUIZIO ALVES,NATAL,RN,83.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-5.768888888888889,-35.36638888888889,1,120.0,,,3000.0,,,60.0,,,heliport
2025_08_22_BR_aerodromes_public,SBSJ,SP0008,PROFESSOR URBANO ERNESTO STUMPF,SÃO JOSÉ DOS CAMPOS,SP,647.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-23.228888888888886,-45.87111111111111,1,160.0,,,2675.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBSL,MA0001,MARECHAL CUNHA MACHADO,SÃO LUÍS,MA,54.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-2.5869444444444447,-44.236111111111114,1,60.0,,,2385.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBSM,RS0003,SANTA MARIA,SANTA MARIA,RS,88.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-29.710833333333333,-53.69222222222222,2,110.0,20.0,,2694.0,1505.0,,45.0,30.0,,heliport
2025_08_22_BR_aerodromes_public,SBSN,PA0002,MAESTRO WILSON FONSECA,SANTARÉM,PA,60.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-2.424722222222222,-54.78583333333333,1,100.0,,,2400.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SBSP,SP0001,SÃO PAULO/CONGONHAS - DEPUTADO FREITAS NOBRE,SÃO PAULO,SP,802.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-23.62611111111111,-46.656388888888884,2,170.0,170.0,,1883.0,1495.0,,45.0,45.0,,heliport
